row_id,credit_limit,sex,education,marital_status,age,latest_repayment_status,maximum_repayment_delay_6m,delayed_months_6m,average_bill_6m,bill_change_sep_to_apr,total_payment_6m,payment_to_bill_ratio_6m,zero_payment_months_6m,utilization_sep,repayment_assistance_plan,payment_difficulty_next_month
CR26-121877,70000,female,university,single,25,0,2,2,40300,41900,10100,0.04,1,1.01,yes,0
CR26-108644,360000,female,university,single,41,0,0,0,142400,158300,150000,0.18,4,0.44,no,0
CR26-119318,200000,female,university,married,38,-1,0,0,400,400,2000,0.83,1,0.0,no,0
CR26-114473,80000,female,graduate_school,single,26,0,2,4,41400,-5200,11500,0.05,0,0.48,no,1
CR26-100670,500000,male,graduate_school,married,55,-1,0,0,11600,-6100,46900,0.68,0,0.01,no,0
CR26-120164,20000,male,university,married,58,-1,2,2,12100,19800,52000,0.71,3,1.06,no,0
CR26-122088,180000,male,graduate_school,married,40,-2,0,0,0,0,0,0.0,6,0.0,no,1
CR26-109676,490000,male,graduate_school,single,36,-2,0,0,3400,5300,18400,0.89,2,0.01,no,0
CR26-117023,280000,female,high_school,single,47,2,2,3,1500,-1300,11500,1.29,2,0.01,no,0
CR26-128368,140000,female,university,married,35,-1,0,0,4100,300,24900,1.01,0,0.03,no,0
CR26-103037,470000,male,university,single,34,-2,0,0,55600,-120200,156900,0.47,1,0.05,no,0
CR26-100371,250000,male,university,married,52,2,2,4,34000,-9200,13000,0.06,2,0.12,yes,1
CR26-116231,380000,female,graduate_school,single,29,0,0,0,217000,232800,48700,0.04,1,1.01,no,0
CR26-127523,260000,male,graduate_school,single,30,0,0,0,17500,-7000,11000,0.1,0,0.05,no,0
CR26-119875,180000,female,high_school,single,39,1,1,1,6100,-9000,21800,0.59,0,0.0,no,0
CR26-112166,280000,female,graduate_school,single,33,0,0,0,262500,12000,65500,0.04,0,0.95,yes,0
CR26-113904,20000,male,graduate_school,single,27,0,0,0,19500,1700,5500,0.05,0,1.03,no,0
CR26-124189,150000,female,graduate_school,single,31,-2,0,0,1400,5300,3100,0.36,3,0.04,no,0
CR26-104168,360000,female,university,married,42,-2,0,0,1600,2300,7400,0.76,4,0.01,no,0
CR26-115660,160000,female,unknown,single,40,0,0,0,132000,25400,30000,0.04,0,0.92,no,0
CR26-110664,370000,female,high_school,single,31,-1,2,1,14200,600,93800,1.1,1,0.01,no,0
CR26-124932,260000,female,graduate_school,single,36,-1,0,0,4000,-4600,23800,0.99,0,0.03,no,1
CR26-108056,50000,male,university,married,39,2,2,6,33000,-4000,9200,0.05,2,0.63,no,0
CR26-113592,360000,female,graduate_school,single,34,-1,0,0,8700,8900,283000,5.0,1,0.02,no,0
CR26-109762,150000,female,graduate_school,single,29,-1,0,0,6200,-2900,24100,0.65,3,0.02,no,0
CR26-117523,310000,female,graduate_school,single,35,0,0,0,185000,18900,47900,0.04,0,0.62,no,0
CR26-127854,240000,female,university,married,50,-1,2,1,500,800,1500,0.55,2,0.0,no,0
CR26-112654,130000,female,high_school,married,33,1,1,1,0,0,0,0.0,6,0.0,no,0
CR26-111099,80000,female,high_school,married,40,-1,0,0,14200,-6200,30500,0.36,0,0.09,no,0
CR26-113292,230000,male,university,married,35,1,1,1,0,0,0,0.0,6,0.0,yes,0
CR26-122865,150000,male,graduate_school,single,39,-2,0,0,2600,8800,7000,0.44,4,0.06,no,0
CR26-110895,110000,male,graduate_school,married,40,0,0,0,19900,-22900,32100,0.27,0,0.08,no,0
CR26-123010,360000,female,graduate_school,single,27,1,1,1,400,-200,4200,1.86,2,0.0,no,1
CR26-120106,490000,female,university,single,28,0,0,0,95500,42100,103800,0.18,0,0.26,no,0
CR26-105332,450000,male,graduate_school,single,34,0,0,0,220900,59700,104100,0.08,0,0.58,no,1
CR26-127386,380000,female,graduate_school,single,27,-2,0,0,2700,-4000,21100,1.31,0,0.0,no,0
CR26-105690,230000,male,high_school,single,29,1,2,6,235500,7900,45100,0.03,1,1.03,yes,0
CR26-117637,360000,female,graduate_school,single,26,0,0,0,49200,23200,161400,0.55,0,0.07,no,0
CR26-106413,80000,female,graduate_school,single,29,1,1,1,5200,0,31400,1.01,1,0.0,no,0
CR26-126903,60000,female,high_school,married,63,0,0,0,41100,32200,18200,0.07,0,0.94,no,1
CR26-103704,500000,female,graduate_school,single,29,0,0,0,25300,17300,35200,0.23,0,0.07,no,0
CR26-122836,90000,female,high_school,married,34,0,2,1,43300,21300,10500,0.04,1,0.55,no,0
CR26-118245,240000,female,high_school,married,41,1,1,1,74200,-180900,231500,0.5,0,0.0,no,0
CR26-100048,190000,female,other,married,34,-1,0,0,15000,-16200,83600,0.93,0,0.04,no,0
CR26-112772,410000,male,graduate_school,single,33,-2,0,0,900,-900,6100,1.13,0,0.0,yes,0
CR26-113121,50000,female,university,single,22,0,0,0,12600,-18700,22100,0.29,0,0.03,yes,1
CR26-110216,30000,female,university,married,28,0,0,0,28000,-4600,9300,0.06,0,0.84,no,0
CR26-117570,70000,male,university,married,36,0,0,0,23600,19200,34000,0.24,0,0.47,no,0
CR26-116823,50000,female,graduate_school,single,25,0,0,0,30100,10100,8800,0.05,0,0.76,no,0
CR26-124255,440000,male,graduate_school,single,43,0,0,0,52900,1300,20400,0.06,0,0.13,no,0
CR26-115241,50000,male,university,single,26,0,0,0,30100,32200,6400,0.04,0,1.02,yes,0
CR26-114560,340000,female,graduate_school,single,29,0,0,0,139000,-13200,54100,0.06,0,0.39,no,0
CR26-103078,240000,female,university,married,43,-1,2,1,11500,-3300,65900,0.95,2,0.01,yes,0
CR26-109939,210000,male,other,single,27,0,0,0,216200,-31400,56100,0.04,0,0.94,no,1
CR26-109496,30000,female,high_school,married,28,0,0,0,15800,11300,5200,0.05,0,0.6,no,0
CR26-121941,200000,female,graduate_school,single,25,1,3,6,140800,-3200,29100,0.03,3,0.67,no,1
CR26-129718,200000,female,university,single,32,-1,0,0,900,2100,3800,0.68,1,0.01,no,0
CR26-119469,20000,female,high_school,single,46,1,2,2,18200,1400,3800,0.03,3,0.93,no,1
CR26-100875,220000,female,graduate_school,married,36,0,2,1,173700,50100,48000,0.05,1,0.84,no,0
CR26-114031,120000,male,university,married,51,0,2,1,107800,31500,40300,0.06,1,0.96,no,0
CR26-101521,70000,male,graduate_school,single,29,0,2,1,35500,-5100,11800,0.06,0,0.47,no,0
CR26-124873,80000,female,university,married,40,2,2,4,70100,30300,13400,0.03,1,0.98,yes,0
CR26-102495,220000,female,university,married,33,-2,0,0,7200,-4600,37200,0.86,0,0.04,no,0
CR26-104676,180000,female,high_school,married,39,2,2,5,12900,-4600,8700,0.11,2,0.06,no,0
CR26-109463,150000,male,graduate_school,single,37,-1,0,0,64400,-82300,222400,0.58,1,0.0,no,0
CR26-121191,150000,female,graduate_school,single,30,-1,0,0,4300,10500,13200,0.51,0,0.07,no,0
CR26-128704,180000,male,graduate_school,single,36,0,2,1,90600,73700,23000,0.04,1,0.79,no,0
CR26-117083,30000,female,unknown,single,22,0,0,0,20700,-13500,24100,0.19,0,0.46,yes,0
CR26-121743,50000,male,university,single,29,0,0,0,46400,-4200,13100,0.05,0,0.88,no,0
CR26-119000,80000,female,university,single,25,0,0,0,60000,65400,83100,0.23,1,1.0,no,0
CR26-116022,10000,male,university,single,24,0,2,1,9400,6000,4100,0.07,1,1.1,yes,0
CR26-122265,130000,male,university,single,29,1,1,1,44200,-52300,222700,0.83,0,0.0,yes,0
CR26-110399,500000,male,high_school,married,53,-1,2,2,1600,2000,4300,0.44,2,0.01,yes,0
CR26-107373,80000,female,university,married,29,0,0,0,38500,16600,17200,0.07,0,0.62,no,0
CR26-106067,100000,female,university,single,44,-1,0,0,4300,10400,11100,0.43,0,0.13,yes,0
CR26-112964,90000,female,graduate_school,single,32,-1,0,0,2100,5900,5300,0.41,3,0.08,yes,0
CR26-122810,340000,female,university,single,33,0,0,0,316600,11200,64100,0.03,0,0.99,no,0
CR26-124883,50000,female,university,married,25,0,0,0,39900,21200,7900,0.03,0,1.0,no,0
CR26-119073,190000,male,university,married,44,0,0,0,153800,88800,35300,0.04,0,1.04,no,0
CR26-108652,110000,female,graduate_school,single,32,0,2,3,36200,-7500,20900,0.1,2,0.28,no,0
CR26-101753,220000,male,university,married,45,0,0,0,142800,75300,26000,0.03,0,0.75,no,0
CR26-111118,70000,female,graduate_school,single,24,0,0,0,8800,3700,10500,0.2,0,0.16,yes,0
CR26-103834,50000,male,university,single,33,0,0,0,19800,-200,8900,0.07,0,0.38,yes,1
CR26-100868,30000,female,university,single,22,0,0,0,20300,400,14300,0.12,1,0.68,no,0
CR26-118457,150000,male,graduate_school,single,55,-1,0,0,2000,-8400,86300,5.0,0,0.0,no,0
CR26-125095,50000,female,university,single,37,1,2,4,24600,39700,5200,0.04,0,0.94,yes,1
CR26-126261,50000,female,high_school,married,28,0,0,0,2100,3400,6100,0.48,2,0.07,yes,0
CR26-109615,190000,female,graduate_school,single,26,0,0,0,145600,82300,51100,0.06,0,0.92,no,1
CR26-111984,100000,female,high_school,single,49,-1,0,0,52400,68200,23100,0.07,0,0.85,no,0
CR26-119470,60000,male,university,single,27,1,2,6,11100,-1000,4000,0.06,3,0.17,no,1
CR26-110532,60000,male,university,married,46,0,0,0,45800,38200,10100,0.04,0,0.96,yes,0
CR26-100584,90000,female,graduate_school,married,37,-2,0,0,11100,-64900,73500,1.05,2,0.01,no,0
CR26-103655,70000,female,high_school,married,24,0,0,0,42700,55600,20000,0.08,0,0.95,no,0
CR26-107413,150000,female,high_school,married,24,-2,0,0,3800,5500,16500,0.72,1,0.04,no,0
CR26-120274,90000,female,university,married,50,0,2,1,23800,53200,23600,0.17,2,0.81,no,0
CR26-111337,330000,male,university,married,42,-1,0,0,100600,12400,315400,0.52,0,0.36,no,0
CR26-124500,50000,male,graduate_school,single,25,0,2,1,21500,-3300,6900,0.05,1,0.39,no,0
CR26-129247,470000,male,university,married,32,0,0,0,154400,25500,39000,0.04,0,0.39,no,0
CR26-114576,50000,female,university,married,33,0,0,0,42000,29600,11900,0.05,0,0.99,yes,0
CR26-125570,180000,female,university,married,34,0,0,0,4400,14000,12500,0.48,2,0.08,no,0
CR26-115562,50000,female,university,single,37,0,2,1,38300,-29600,53700,0.23,1,0.32,no,0
CR26-101163,20000,female,university,married,36,2,2,2,18000,-800,5800,0.05,2,0.88,yes,1
CR26-105793,120000,male,graduate_school,married,51,1,1,1,200,-1400,3500,1.31,4,0.0,no,0
CR26-102703,50000,female,high_school,married,50,0,0,0,14400,43100,2500,0.03,5,0.86,no,1
CR26-103210,20000,female,graduate_school,married,34,0,0,0,10400,-10600,16000,0.26,0,0.25,no,0
CR26-120510,310000,female,graduate_school,single,35,0,0,0,281300,30000,73300,0.04,0,0.99,no,0
CR26-113227,180000,female,high_school,single,55,-1,0,0,54800,-3800,14600,0.04,0,0.29,no,0
CR26-100154,290000,female,graduate_school,married,47,-1,0,0,7800,14000,38200,0.82,0,0.05,no,0
CR26-121745,50000,male,graduate_school,single,31,-2,0,0,4900,10800,19800,0.67,0,0.23,yes,1
CR26-106325,80000,female,university,married,51,1,2,6,16700,-2100,5000,0.05,2,0.2,no,1
CR26-116937,80000,female,university,married,37,1,2,3,56500,-3100,14600,0.04,2,0.69,yes,0
CR26-111285,380000,male,graduate_school,married,57,0,0,0,356200,-32900,283000,0.13,0,0.84,no,0
CR26-115834,420000,male,university,married,24,0,0,0,284500,229800,60000,0.04,0,0.93,no,0
CR26-115797,50000,male,university,single,60,0,0,0,31700,41300,8100,0.04,0,1.02,no,1
CR26-122463,140000,female,university,married,50,1,2,6,139300,-1100,27500,0.03,0,0.97,yes,0
CR26-107471,470000,female,university,married,49,0,0,0,3500,3400,23500,1.12,1,0.01,yes,0
CR26-101334,150000,female,graduate_school,married,31,0,0,0,116500,50000,32200,0.05,0,0.92,no,1
CR26-121242,20000,female,graduate_school,single,22,1,2,3,12100,21700,1300,0.02,3,1.08,no,0
CR26-101559,320000,male,graduate_school,married,51,-2,0,0,3600,-2100,21800,1.02,0,0.01,no,0
CR26-125469,320000,male,graduate_school,married,40,0,0,0,123400,32200,36500,0.05,0,0.47,no,0
CR26-123156,230000,female,high_school,married,44,-1,0,0,18400,37400,72400,0.66,0,0.24,no,0
CR26-105381,310000,male,university,married,35,-2,0,0,-400,0,400,0.35,5,0.0,yes,0
CR26-106270,230000,female,university,married,30,0,0,0,207300,60000,45900,0.04,0,1.02,no,0
CR26-102345,180000,male,high_school,married,37,-1,0,0,1600,-100,8000,0.82,0,0.01,no,0
CR26-103951,190000,female,other,single,30,0,0,0,142000,169400,106300,0.12,0,1.04,no,0
CR26-107158,60000,male,graduate_school,single,23,0,0,0,31700,12900,31100,0.16,0,0.52,no,0
CR26-122610,300000,male,university,married,44,0,2,2,211000,62800,48700,0.04,0,0.74,no,1
CR26-117965,50000,female,high_school,married,45,0,0,0,22200,-400,7000,0.05,0,0.45,no,0
CR26-126334,100000,male,university,single,38,2,2,1,46100,97000,17800,0.06,1,1.07,no,0
CR26-114684,30000,female,high_school,married,54,2,2,4,25600,-3800,7200,0.05,3,0.81,yes,0
CR26-120724,180000,female,university,single,34,0,0,0,123100,-14400,32000,0.04,0,0.64,no,0
CR26-124559,70000,female,university,single,34,1,2,4,27200,-7700,10900,0.07,2,0.35,no,0
CR26-124274,520000,female,university,single,42,0,0,0,371900,113100,74800,0.03,0,0.84,no,0
CR26-127097,350000,male,university,married,36,0,0,0,24700,-200,84600,0.57,0,0.09,no,0
CR26-125722,230000,female,university,married,32,0,0,0,152300,148500,84000,0.09,0,0.86,no,0
CR26-109190,160000,male,university,single,28,-2,0,0,0,0,0,0.0,6,0.0,no,0
CR26-121238,240000,female,graduate_school,single,25,1,1,1,500,0,10600,3.54,3,0.0,yes,0
CR26-118638,420000,male,graduate_school,married,60,0,0,0,200300,-9700,51300,0.04,0,0.47,no,0
CR26-104797,30000,male,university,single,24,0,0,0,28500,-2500,8300,0.05,1,0.91,yes,0
CR26-117325,360000,male,graduate_school,single,49,1,1,1,0,0,0,0.0,6,0.0,yes,0
CR26-116241,120000,female,university,married,45,0,0,0,3600,11500,10600,0.49,4,0.1,no,0
CR26-107290,80000,female,high_school,single,28,0,0,0,72000,10300,16000,0.04,0,0.97,no,0
CR26-124709,80000,female,university,married,42,0,0,0,5200,30900,0,0.0,6,0.39,no,1
CR26-118429,160000,male,university,married,28,0,2,2,66400,-6000,14400,0.04,1,0.39,yes,0
CR26-107355,200000,male,university,married,55,0,2,1,145900,113100,31800,0.04,1,0.92,no,1
CR26-115979,50000,female,graduate_school,single,35,0,0,0,48700,3300,15700,0.05,0,1.03,no,0
CR26-124169,110000,female,graduate_school,single,29,2,2,6,104300,-13600,27600,0.04,2,0.87,yes,1
CR26-110975,150000,male,university,married,36,2,2,6,39300,16000,6200,0.03,0,0.32,no,1
CR26-103281,120000,female,graduate_school,married,42,0,0,0,20700,-22700,36000,0.29,0,0.19,no,0
CR26-110672,90000,male,university,single,28,2,2,3,67900,28000,12500,0.03,2,0.92,yes,0
CR26-116309,250000,female,graduate_school,married,43,-1,0,0,16200,11500,99700,1.02,1,0.07,no,0
CR26-128442,210000,female,high_school,married,45,0,0,0,62300,91200,24500,0.07,0,0.59,no,0
CR26-104328,50000,female,university,single,25,0,0,0,8000,18700,2300,0.05,4,0.37,no,0
CR26-119755,30000,male,graduate_school,single,24,0,0,0,28100,600,7500,0.04,0,0.94,no,0
CR26-122110,260000,female,graduate_school,married,43,-1,0,0,2100,800,7300,0.57,3,0.01,yes,0
CR26-112199,280000,female,graduate_school,married,57,-1,3,3,3900,-4000,10600,0.45,3,0.0,yes,0
CR26-123554,20000,male,graduate_school,single,22,-2,0,0,300,0,2100,1.03,3,0.0,no,0
CR26-125114,50000,female,graduate_school,single,50,0,0,0,30200,30900,6400,0.04,0,1.02,no,0
CR26-105833,50000,female,university,married,24,0,0,0,27900,27500,6500,0.04,0,0.93,no,1
CR26-123019,400000,female,graduate_school,single,39,0,0,0,351500,75000,82400,0.04,0,1.01,no,0
CR26-118655,360000,male,graduate_school,married,41,-2,0,0,1100,-1200,7000,1.02,0,0.0,no,0
CR26-123537,260000,female,graduate_school,single,29,1,1,1,13600,15800,85000,1.04,1,0.06,no,0
CR26-115083,500000,female,graduate_school,single,51,-1,0,0,7100,-20700,42900,1.0,1,0.0,yes,0
CR26-111202,490000,male,graduate_school,single,44,-1,0,0,5200,-2900,33300,1.06,0,0.01,no,0
CR26-128171,290000,female,graduate_school,married,35,-1,0,0,400,1400,2800,0.83,5,0.0,no,0
CR26-101022,30000,female,university,single,28,2,2,6,21600,-2800,6300,0.05,1,0.67,no,0
CR26-109028,130000,male,graduate_school,single,27,-1,0,0,1000,-1300,5400,0.88,1,0.0,yes,0
CR26-116354,50000,female,high_school,married,36,2,2,4,38300,15200,7000,0.03,1,0.91,no,1
CR26-101101,50000,male,university,single,24,0,0,0,21400,-5200,8700,0.07,0,0.37,no,0
CR26-112293,210000,male,high_school,single,48,0,0,0,54000,80000,121200,0.37,0,0.41,no,0
CR26-107182,70000,female,university,single,23,0,0,0,42400,-5300,10600,0.04,0,0.57,no,0
CR26-118310,50000,female,university,married,43,0,0,0,19500,30500,6000,0.05,3,0.61,no,1
CR26-127155,30000,male,university,single,29,8,8,6,32600,3900,0,0.0,6,1.15,no,1
CR26-111468,290000,male,graduate_school,married,47,-2,0,0,16100,1000,96400,1.0,0,0.01,no,0
CR26-119838,140000,male,university,married,41,0,0,0,104700,-36900,68100,0.11,1,0.59,no,0
CR26-114703,340000,female,graduate_school,married,36,0,0,0,254800,-23800,56200,0.04,0,0.71,no,0
CR26-113668,200000,male,university,married,45,0,0,0,167700,49800,43800,0.04,0,0.99,yes,0
CR26-103315,360000,female,university,single,26,-1,0,0,800,2000,3000,0.6,4,0.01,no,0
CR26-118455,80000,male,high_school,married,52,1,2,4,68100,57500,12300,0.03,1,0.96,yes,0
CR26-113279,200000,female,university,single,30,-1,0,0,15900,5400,57800,0.61,0,0.06,no,0
CR26-120533,230000,male,graduate_school,single,30,0,0,0,86000,103800,240000,0.46,0,0.65,yes,0
CR26-113146,80000,male,high_school,married,53,1,2,2,5400,9600,5300,0.16,1,0.12,no,0
CR26-111997,20000,female,university,single,21,0,0,0,19200,1300,5500,0.05,1,0.95,no,0
CR26-110778,240000,male,graduate_school,single,34,-1,0,0,13600,12000,90300,1.11,0,0.09,no,0
CR26-115055,300000,female,high_school,single,24,-1,0,0,10100,-6400,30900,0.51,0,0.03,no,0
CR26-126483,280000,female,university,other_or_unknown,40,0,0,0,240600,95000,41700,0.03,0,1.04,yes,1
CR26-105626,500000,male,graduate_school,married,37,-1,0,0,1700,2000,8300,0.82,3,0.0,no,0
CR26-118014,500000,female,graduate_school,married,46,-2,0,0,123500,-23800,433800,0.59,0,0.06,no,0
CR26-120864,70000,female,other,married,24,0,0,0,15900,47700,1000,0.01,5,0.68,no,0
CR26-114333,240000,female,university,married,40,-2,0,0,200,-1300,1300,1.0,5,0.0,no,0
CR26-126287,50000,male,high_school,married,42,0,0,0,37500,21500,9400,0.04,0,1.01,no,1
CR26-108654,280000,male,graduate_school,married,34,1,1,1,7600,-19000,46800,1.03,2,0.0,no,0
CR26-117202,50000,female,high_school,married,54,1,2,2,55700,15000,9300,0.03,1,1.28,no,1
CR26-124188,20000,female,graduate_school,single,23,0,0,0,19100,-3000,6800,0.06,0,0.86,no,0
CR26-100482,130000,male,high_school,single,27,2,2,1,1200,2000,6500,0.93,2,0.02,yes,0
CR26-127594,170000,female,graduate_school,single,28,0,0,0,400,2200,300,0.12,4,0.01,no,0
CR26-124752,460000,male,graduate_school,married,49,0,0,0,292600,4000,69700,0.04,0,0.64,no,0
CR26-105235,500000,female,high_school,single,44,0,0,0,188400,6200,166400,0.15,0,0.41,no,0
CR26-122606,80000,male,university,single,28,0,0,0,76800,-6500,18700,0.04,1,0.92,no,0
CR26-110927,160000,female,university,married,41,1,1,1,1200,-1500,9000,1.2,0,0.0,no,0
CR26-120928,60000,female,university,married,42,0,2,3,58500,-4400,14700,0.04,2,0.94,no,0
CR26-119326,90000,female,graduate_school,single,27,2,2,2,30300,-5100,10600,0.06,1,0.31,yes,1
CR26-120972,180000,male,university,married,37,-2,0,0,700,0,4400,1.0,4,0.0,no,0
CR26-115675,50000,female,graduate_school,married,34,-1,0,0,10800,-1200,65200,1.0,0,0.05,no,0
CR26-118964,30000,female,high_school,married,30,-1,0,0,1800,700,11300,1.06,0,0.05,yes,0
CR26-119824,210000,male,graduate_school,single,30,0,0,0,135500,49400,32700,0.04,0,0.66,yes,1
CR26-111524,120000,female,graduate_school,married,47,-1,3,2,700,300,1700,0.42,3,0.01,no,0
CR26-101583,240000,female,graduate_school,single,29,-1,0,0,600,-2200,4100,1.09,1,0.0,yes,0
CR26-128197,250000,female,university,married,37,0,0,0,223300,-21300,51200,0.04,0,0.85,yes,0
CR26-115143,10000,female,university,single,22,-1,0,0,5500,4600,21400,0.66,1,0.52,no,0
CR26-129876,110000,male,graduate_school,married,40,1,1,1,700,-200,2600,0.57,2,0.0,yes,0
CR26-129153,140000,male,graduate_school,married,40,2,2,4,137500,300,34700,0.04,2,0.98,yes,1
CR26-111772,50000,female,graduate_school,single,28,0,0,0,44600,-2200,19000,0.07,0,0.93,yes,0
CR26-124123,140000,female,university,single,29,0,0,0,19700,-1000,16500,0.14,0,0.14,yes,0
CR26-126752,500000,female,graduate_school,married,44,0,0,0,129200,-67800,155500,0.2,0,0.22,no,0
CR26-129867,160000,female,high_school,married,56,-1,0,0,1500,3000,7100,0.7,4,0.02,no,0
CR26-128595,80000,female,university,married,40,-1,0,0,8100,-7000,62200,1.27,0,0.03,no,0
CR26-108779,280000,female,university,single,33,-2,0,0,1600,-700,30100,3.05,1,0.0,no,1
CR26-111288,50000,female,graduate_school,single,22,1,2,4,38500,9800,7500,0.03,2,0.85,no,1
CR26-106936,150000,female,university,single,23,-2,0,0,54100,-63200,90700,0.28,0,0.01,no,0
CR26-100438,120000,female,university,single,25,0,0,0,47800,10000,11500,0.04,0,0.46,no,0
CR26-100601,150000,female,graduate_school,married,38,-1,0,0,7700,-8300,48900,1.06,0,0.0,no,0
CR26-104205,170000,female,university,married,35,-1,0,0,3800,10300,12100,0.53,2,0.06,no,0
CR26-124059,130000,male,university,other_or_unknown,22,0,0,0,4300,25200,500,0.02,5,0.19,no,0
CR26-113613,50000,male,university,married,53,-1,0,0,500,0,3000,1.0,0,0.01,no,0
CR26-112145,260000,female,university,married,28,0,0,0,140800,223100,68500,0.08,0,0.97,no,0
CR26-127972,40000,female,high_school,married,30,1,2,2,39300,2000,8200,0.03,0,1.02,no,0
CR26-122433,150000,female,graduate_school,single,40,0,0,0,123800,114800,335200,0.45,0,0.97,no,0
